;dataHoraCotacao;tipoBoletim;cotacaoCompra_USD;cotacaoVenda_USD;cotacaoCompra_EUR;cotacaoVenda_EUR;paridadeCompra_USDEUR;paridadeVenda_USDEUR
413;2024-08-26;Fechamento;5.4915;5.4921;6.1302;6.1314;1.1163;1.1164
414;2024-08-27;Fechamento;5.4963;5.4969;6.1339;6.1351;1.116;1.1161
415;2024-08-28;Fechamento;5.5309;5.5315;6.1537;6.1549;1.1126;1.1127
416;2024-08-29;Fechamento;5.6352;5.6358;6.2466;6.2478;1.1085;1.1086
417;2024-08-30;Fechamento;5.6556;5.6562;6.2545;6.2563;1.1059;1.1061
418;2024-09-02;Fechamento;5.6224;5.623;6.2229;6.2241;1.1068;1.1069
419;2024-09-03;Fechamento;5.6218;5.6224;6.2076;6.2088;1.1042;1.1043
420;2024-09-04;Fechamento;5.6353;5.6359;6.2439;6.2451;1.108;1.1081
421;2024-09-05;Fechamento;5.6043;5.6049;6.218;6.2192;1.1095;1.1096
422;2024-09-06;Fechamento;5.5696;5.5702;6.1739;6.1751;1.1085;1.1086
423;2024-09-09;Fechamento;5.6091;5.6097;6.193;6.1942;1.1041;1.1042
424;2024-09-10;Fechamento;5.6248;5.6254;6.2008;6.2026;1.1024;1.1026
425;2024-09-11;Fechamento;5.6381;5.6387;6.2087;6.2099;1.1012;1.1013
426;2024-09-12;Fechamento;5.6548;5.6554;6.2429;6.2441;1.104;1.1041
427;2024-09-13;Fechamento;5.5711;5.5717;6.175;6.1768;1.1084;1.1086
428;2024-09-16;Fechamento;5.5201;5.5207;6.1395;6.1407;1.1122;1.1123
429;2024-09-17;Fechamento;5.5004;5.501;6.1142;6.1155;1.1116;1.1117
430;2024-09-18;Fechamento;5.4761;5.4767;6.0867;6.0879;1.1115;1.1116
431;2024-09-19;Fechamento;5.4183;5.4189;6.0392;6.041;1.1146;1.1148
432;2024-09-20;Fechamento;5.4769;5.4775;6.1111;6.1123;1.1158;1.1159
433;2024-09-23;Fechamento;5.544;5.5446;6.1699;6.1711;1.1129;1.113
434;2024-09-24;Fechamento;5.4696;5.4702;6.0986;6.0998;1.115;1.1151
435;2024-09-25;Fechamento;5.473;5.4736;6.098;6.0992;1.1142;1.1143
436;2024-09-26;Fechamento;5.4406;5.4412;6.0837;6.0849;1.1182;1.1183
437;2024-09-27;Fechamento;5.4425;5.4431;6.0727;6.074;1.1158;1.1159
438;2024-09-30;Fechamento;5.4475;5.4481;6.0707;6.0719;1.1144;1.1145
439;2024-10-01;Fechamento;5.4515;5.4521;6.0326;6.0338;1.1066;1.1067
440;2024-10-02;Fechamento;5.4299;5.4305;5.9995;6.0007;1.1049;1.105
441;2024-10-03;Fechamento;5.4844;5.485;6.0411;6.0423;1.1015;1.1016
442;2024-10-04;Fechamento;5.468;5.4686;5.9929;5.9941;1.096;1.0961
443;2024-10-07;Fechamento;5.462;5.4626;5.9951;5.9963;1.0976;1.0977
444;2024-10-08;Fechamento;5.5191;5.5197;6.0533;6.0551;1.0968;1.097
445;2024-10-09;Fechamento;5.5731;5.5737;6.102;6.1038;1.0949;1.0951
446;2024-10-10;Fechamento;5.5813;5.5819;6.097;6.0988;1.0924;1.0926
447;2024-10-11;Fechamento;5.6257;5.6263;6.1551;6.1563;1.0941;1.0942
448;2024-10-14;Fechamento;5.6039;5.6045;6.1122;6.1134;1.0907;1.0908
449;2024-10-15;Fechamento;5.6372;5.6378;6.1434;6.1446;1.0898;1.0899
450;2024-10-16;Fechamento;5.6743;5.6749;6.1691;6.1703;1.0872;1.0873
451;2024-10-17;Fechamento;5.6752;5.6758;6.1496;6.1509;1.0836;1.0837
452;2024-10-18;Fechamento;5.6666;5.6672;6.15;6.1512;1.0853;1.0854
453;2024-10-21;Fechamento;5.7062;5.7068;6.1741;6.1753;1.082;1.0821
454;2024-10-22;Fechamento;5.6952;5.6958;6.1531;6.1543;1.0804;1.0805
455;2024-10-23;Fechamento;5.7143;5.7149;6.1589;6.1607;1.0778;1.078
456;2024-10-24;Fechamento;5.7081;5.7087;6.1659;6.1677;1.0802;1.0804
457;2024-10-25;Fechamento;5.6963;5.6969;6.1583;6.1601;1.0811;1.0813
458;2024-10-28;Fechamento;5.6982;5.6988;6.1637;6.1655;1.0817;1.0819
459;2024-10-29;Fechamento;5.7134;5.714;6.1688;6.17;1.0797;1.0798
460;2024-10-30;Fechamento;5.7795;5.7801;6.2783;6.2795;1.0863;1.0864
461;2024-10-31;Fechamento;5.7773;5.7779;6.2713;6.2725;1.0855;1.0856
462;2024-11-01;Fechamento;5.8067;5.8073;6.2991;6.3003;1.0848;1.0849
463;2024-11-04;Fechamento;5.7892;5.7898;6.3091;6.3109;1.0898;1.09
464;2024-11-05;Fechamento;5.784;5.7846;6.3057;6.3069;1.0902;1.0903
465;2024-11-06;Fechamento;5.7642;5.7648;6.1896;6.1908;1.0738;1.0739
466;2024-11-07;Fechamento;5.6618;5.6624;6.1204;6.1216;1.081;1.0811
467;2024-11-08;Fechamento;5.7642;5.7648;6.1954;6.1966;1.0748;1.0749
468;2024-11-11;Fechamento;5.7974;5.798;6.1719;6.1731;1.0646;1.0647
469;2024-11-12;Fechamento;5.7688;5.7694;6.1201;6.1213;1.0609;1.061
470;2024-11-13;Fechamento;5.7707;5.7713;6.1094;6.1112;1.0587;1.0589
471;2024-11-14;Fechamento;5.7879;5.7885;6.1201;6.1213;1.0574;1.0575
472;2024-11-18;Fechamento;5.7597;5.7603;6.0897;6.0909;1.0573;1.0574
473;2024-11-19;Fechamento;5.7737;5.7743;6.112;6.1138;1.0586;1.0588
474;2024-11-21;Fechamento;5.8167;5.8173;6.1134;6.1146;1.051;1.0511
475;2024-11-22;Fechamento;5.8118;5.8124;6.0501;6.0513;1.041;1.0411
476;2024-11-25;Fechamento;5.7996;5.8002;6.0832;6.085;1.0489;1.0491
477;2024-11-26;Fechamento;5.7984;5.799;6.0761;6.0774;1.0479;1.048
478;2024-11-27;Fechamento;5.8285;5.8291;6.1607;6.1625;1.057;1.0572
479;2024-11-28;Fechamento;5.9865;5.9871;6.317;6.3182;1.0552;1.0553
480;2024-11-29;Fechamento;6.0529;6.0535;6.3931;6.3943;1.0562;1.0563
481;2024-12-02;Fechamento;6.0628;6.0634;6.3471;6.349;1.0469;1.0471
482;2024-12-03;Fechamento;6.0701;6.0707;6.3833;6.3852;1.0516;1.0518
483;2024-12-04;Fechamento;6.0575;6.0581;6.3779;6.3792;1.0529;1.053
484;2024-12-05;Fechamento;5.9843;5.9849;6.3266;6.3278;1.0572;1.0573
485;2024-12-06;Fechamento;6.0287;6.0293;6.3681;6.37;1.0563;1.0565
486;2024-12-09;Fechamento;6.0564;6.057;6.4143;6.4156;1.0591;1.0592
487;2024-12-10;Fechamento;6.0523;6.0529;6.3567;6.3586;1.0503;1.0505
488;2024-12-11;Fechamento;6.0314;6.032;6.3263;6.3282;1.0489;1.0491
489;2024-12-12;Fechamento;5.9402;5.9408;6.2206;6.2224;1.0472;1.0474
490;2024-12-13;Fechamento;6.0394;6.04;6.3341;6.336;1.0488;1.049
491;2024-12-16;Fechamento;6.0504;6.0509;6.3566;6.3577;1.0506;1.0507
492;2024-12-17;Fechamento;6.1679;6.1685;6.4757;6.4769;1.0499;1.05
493;2024-12-18;Fechamento;6.1618;6.1624;6.4539;6.4551;1.0474;1.0475
494;2024-12-19;Fechamento;6.1835;6.1841;6.4179;6.4197;1.0379;1.0381
495;2024-12-20;Fechamento;6.0774;6.078;6.3181;6.3199;1.0396;1.0398
496;2024-12-23;Fechamento;6.1606;6.1612;6.4009;6.4027;1.039;1.0392
497;2024-12-24;Fechamento;6.1527;6.1541;6.3994;6.4027;1.0401;1.0404
498;2024-12-26;Fechamento;6.165;6.1656;6.4165;6.4184;1.0408;1.041
499;2024-12-27;Fechamento;6.1985;6.1991;6.4601;6.4613;1.0422;1.0423
500;2024-12-30;Fechamento;6.1917;6.1923;6.427;6.4282;1.038;1.0381
501;2024-12-31;Fechamento;6.1917;6.1923;6.4344;6.4363;1.0392;1.0394
502;2025-01-02;Fechamento;6.208;6.2086;6.3781;6.3793;1.0274;1.0275
503;2025-01-03;Fechamento;6.1557;6.1563;6.333;6.3342;1.0288;1.0289
504;2025-01-06;Fechamento;6.1113;6.1119;6.3521;6.3533;1.0394;1.0395
505;2025-01-07;Fechamento;6.0735;6.0741;6.2994;6.3013;1.0372;1.0374
506;2025-01-08;Fechamento;6.1315;6.1321;6.3161;6.3179;1.0301;1.0303
507;2025-01-09;Fechamento;6.089;6.0896;6.2711;6.2723;1.0299;1.03
508;2025-01-10;Fechamento;6.0959;6.0965;6.2489;6.2501;1.0251;1.0252
509;2025-01-13;Fechamento;6.1073;6.1079;6.2276;6.2288;1.0197;1.0198
510;2025-01-14;Fechamento;6.0665;6.0671;6.2442;6.2461;1.0293;1.0295
511;2025-01-15;Fechamento;6.0371;6.0377;6.2218;6.2231;1.0306;1.0307
512;2025-01-16;Fechamento;6.0316;6.0322;6.2132;6.2144;1.0301;1.0302
513;2025-01-17;Fechamento;6.0603;6.0609;6.2409;6.2427;1.0298;1.03
514;2025-01-20;Fechamento;6.0492;6.0498;6.2912;6.2924;1.04;1.0401
515;2025-01-21;Fechamento;6.0434;6.044;6.2851;6.2864;1.04;1.0401
516;2025-01-22;Fechamento;5.9668;5.9674;6.2168;6.218;1.0419;1.042
517;2025-01-23;Fechamento;5.9393;5.9399;6.1745;6.1757;1.0396;1.0397
518;2025-01-24;Fechamento;5.8919;5.8925;6.1953;6.1971;1.0515;1.0517
519;2025-01-27;Fechamento;5.9266;5.9272;6.2217;6.2236;1.0498;1.05
520;2025-01-28;Fechamento;5.8924;5.893;6.1416;6.1435;1.0423;1.0425
521;2025-01-29;Fechamento;5.859;5.8596;6.1045;6.1063;1.0419;1.0421
522;2025-01-30;Fechamento;5.9;5.9006;6.1543;6.1555;1.0431;1.0432
523;2025-01-31;Fechamento;5.8295;5.8301;6.0603;6.0616;1.0396;1.0397
524;2025-02-03;Fechamento;5.8681;5.8687;6.0512;6.053;1.0312;1.0314
525;2025-02-04;Fechamento;5.7921;5.7927;6.0116;6.0134;1.0379;1.0381
526;2025-02-05;Fechamento;5.7991;5.7997;6.0432;6.045;1.0421;1.0423
527;2025-02-06;Fechamento;5.785;5.7856;5.9979;5.9997;1.0368;1.037
528;2025-02-07;Fechamento;5.7551;5.7557;5.9583;5.9595;1.0353;1.0354
529;2025-02-10;Fechamento;5.7802;5.7808;5.9623;5.9641;1.0315;1.0317
530;2025-02-11;Fechamento;5.7782;5.7788;5.9741;5.9753;1.0339;1.034
531;2025-02-12;Fechamento;5.7705;5.7711;5.9863;5.9875;1.0374;1.0375
532;2025-02-13;Fechamento;5.7782;5.7788;6.0284;6.0296;1.0433;1.0434
533;2025-02-14;Fechamento;5.7277;5.7283;6.0187;6.0199;1.0508;1.0509
534;2025-02-17;Fechamento;5.7099;5.7105;5.9834;5.9846;1.0479;1.048
535;2025-02-18;Fechamento;5.6973;5.6979;5.9628;5.964;1.0466;1.0467
536;2025-02-19;Fechamento;5.7081;5.7087;5.9501;5.9513;1.0424;1.0425
537;2025-02-20;Fechamento;5.7013;5.7019;5.9704;5.9722;1.0472;1.0474
538;2025-02-21;Fechamento;5.7021;5.7027;5.961;5.9622;1.0454;1.0455
539;2025-02-24;Fechamento;5.7252;5.7258;5.9931;5.9943;1.0468;1.0469
540;2025-02-25;Fechamento;5.7773;5.7779;6.0644;6.0656;1.0497;1.0498
541;2025-02-26;Fechamento;5.7751;5.7757;6.0673;6.0685;1.0506;1.0507
542;2025-02-27;Fechamento;5.8222;5.8228;6.0632;6.065;1.0414;1.0416
543;2025-02-28;Fechamento;5.8482;5.8488;6.0815;6.0828;1.0399;1.04
544;2025-03-05;Fechamento;5.7908;5.7914;6.2378;6.2397;1.0772;1.0774
545;2025-03-06;Fechamento;5.7483;5.7489;6.2174;6.2192;1.0816;1.0818
546;2025-03-07;Fechamento;5.7682;5.7688;6.2695;6.2713;1.0869;1.0871
547;2025-03-10;Fechamento;5.7924;5.793;6.2772;6.2785;1.0837;1.0838
548;2025-03-11;Fechamento;5.8341;5.8346;6.3743;6.3755;1.0926;1.0927
549;2025-03-12;Fechamento;5.8262;5.8268;6.364;6.3658;1.0923;1.0925
550;2025-03-13;Fechamento;5.8125;5.8131;6.3112;6.3124;1.0858;1.0859
551;2025-03-14;Fechamento;5.7413;5.7419;6.2408;6.2426;1.087;1.0872
552;2025-03-17;Fechamento;5.7076;5.7082;6.2333;6.2345;1.0921;1.0922
553;2025-03-18;Fechamento;5.6846;5.6852;6.211;6.2122;1.0926;1.0927
554;2025-03-19;Fechamento;5.6651;5.6657;6.1625;6.1637;1.0878;1.0879
555;2025-03-20;Fechamento;5.6622;5.6628;6.1418;6.143;1.0847;1.0848
556;2025-03-21;Fechamento;5.7235;5.7241;6.1842;6.186;1.0805;1.0807
557;2025-03-24;Fechamento;5.7397;5.7403;6.1954;6.1967;1.0794;1.0795
558;2025-03-25;Fechamento;5.6986;5.6992;6.1562;6.1574;1.0803;1.0804
559;2025-03-26;Fechamento;5.7292;5.7298;6.1761;6.1779;1.078;1.0782
560;2025-03-27;Fechamento;5.7468;5.7474;6.206;6.2072;1.0799;1.08
561;2025-03-28;Fechamento;5.7654;5.766;6.2405;6.2423;1.0824;1.0826
562;2025-03-31;Fechamento;5.7416;5.7422;6.1981;6.1993;1.0795;1.0796
563;2025-04-01;Fechamento;5.7045;5.7051;6.1597;6.1615;1.0798;1.08
564;2025-04-02;Fechamento;5.6918;5.6923;6.1853;6.1864;1.0867;1.0868
565;2025-04-03;Fechamento;5.6062;5.6067;6.1949;6.196;1.105;1.1051
566;2025-04-04;Fechamento;5.7771;5.7777;6.3623;6.3641;1.1013;1.1015
567;2025-04-07;Fechamento;5.8871;5.8877;6.424;6.4252;1.0912;1.0913
568;2025-04-08;Fechamento;5.9362;5.9368;6.477;6.4788;1.0911;1.0913
569;2025-04-09;Fechamento;6.0599;6.0605;6.6883;6.6902;1.1037;1.1039
570;2025-04-10;Fechamento;5.9109;5.9115;6.6119;6.6144;1.1186;1.1189
571;2025-04-11;Fechamento;5.8731;5.8737;6.6495;6.6508;1.1322;1.1323
572;2025-04-14;Fechamento;5.8419;5.8425;6.6346;6.6359;1.1357;1.1358
573;2025-04-15;Fechamento;5.8701;5.8707;6.6262;6.628;1.1288;1.129
574;2025-04-16;Fechamento;5.8802;5.8808;6.6928;6.6941;1.1382;1.1383
575;2025-04-17;Fechamento;5.8553;5.8559;6.6534;6.6558;1.1363;1.1366
576;2025-04-22;Fechamento;5.749;5.7496;6.5907;6.5925;1.1464;1.1466
577;2025-04-23;Fechamento;5.6874;5.688;6.4541;6.4559;1.1348;1.135
578;2025-04-23;Fechamento;5.6874;5.688;6.4541;6.4559;1.1348;1.135
579;2025-04-23;Fechamento;5.6874;5.688;6.4541;6.4559;1.1348;1.135
580;2025-04-23;Fechamento;5.6874;5.688;6.4541;6.4559;1.1348;1.135
581;2025-04-24;Fechamento;5.6732;5.6738;6.4459;6.4477;1.1362;1.1364
582;2025-04-25;Fechamento;5.684;5.6846;6.4684;6.4696;1.138;1.1381
583;2025-04-28;Fechamento;5.6675;5.6681;6.453;6.4543;1.1386;1.1387
584;2025-04-29;Fechamento;5.6461;5.6467;6.4337;6.435;1.1395;1.1396
585;2025-04-30;Fechamento;5.6602;5.6608;6.4232;6.4256;1.1348;1.1351
586;2025-05-02;Fechamento;5.6388;5.6394;6.3882;6.3894;1.1329;1.133
587;2025-05-05;Fechamento;5.6514;5.652;6.3934;6.3952;1.1313;1.1315
588;2025-05-06;Fechamento;5.7204;5.721;6.4892;6.4905;1.1344;1.1345
589;2025-05-07;Fechamento;5.7368;5.7375;6.509;6.5109;1.1346;1.1348
590;2025-05-08;Fechamento;5.6854;5.686;6.3944;6.3962;1.1247;1.1249
591;2025-05-09;Fechamento;5.6505;5.6511;6.3675;6.3688;1.1269;1.127
592;2025-05-12;Fechamento;5.6816;5.6822;6.3088;6.3107;1.1104;1.1106
593;2025-05-13;Fechamento;5.6256;5.6262;6.286;6.2878;1.1174;1.1176
594;2025-05-14;Fechamento;5.6094;5.61;6.2853;6.2866;1.1205;1.1206
595;2025-05-15;Fechamento;5.6322;5.6328;6.3013;6.3025;1.1188;1.1189
596;2025-05-16;Fechamento;5.6919;5.6925;6.3408;6.342;1.114;1.1141
597;2025-05-19;Fechamento;5.6585;5.6591;6.3573;6.3591;1.1235;1.1237
598;2025-05-20;Fechamento;5.6614;5.662;6.3702;6.372;1.1252;1.1254
599;2025-05-21;Fechamento;5.6565;5.6571;6.4156;6.4168;1.1342;1.1343
600;2025-05-22;Fechamento;5.6384;5.639;6.3607;6.3619;1.1281;1.1282
601;2025-05-23;Fechamento;5.6926;5.6932;6.46;6.4618;1.1348;1.135
602;2025-05-26;Fechamento;5.6613;5.6619;6.4426;6.4438;1.138;1.1381
603;2025-05-27;Fechamento;5.6533;5.6539;6.4029;6.4042;1.1326;1.1327
604;2025-05-28;Fechamento;5.693;5.6936;6.4246;6.4258;1.1285;1.1286
605;2025-05-29;Fechamento;5.6553;5.6559;6.4295;6.4308;1.1369;1.137
606;2025-05-30;Fechamento;5.7081;5.7087;6.4758;6.4777;1.1345;1.1347
607;2025-06-02;Fechamento;5.6931;5.6937;6.5072;6.5085;1.143;1.1431
608;2025-06-03;Fechamento;5.6688;5.6694;6.4466;6.4478;1.1372;1.1373
609;2025-06-04;Fechamento;5.6326;5.6332;6.4336;6.4354;1.1422;1.1424
610;2025-06-05;Fechamento;5.5963;5.5969;6.4005;6.4023;1.1437;1.1439
611;2025-06-06;Fechamento;5.5941;5.5947;6.3745;6.3763;1.1395;1.1397
612;2025-06-09;Fechamento;5.5754;5.576;6.3693;6.3706;1.1424;1.1425
613;2025-06-10;Fechamento;5.5551;5.5557;6.345;6.3468;1.1422;1.1424
614;2025-06-11;Fechamento;5.5384;5.539;6.3631;6.3643;1.1489;1.149
615;2025-06-12;Fechamento;5.5382;5.5388;6.411;6.4128;1.1576;1.1578
